"행정구역","2026년01월_거주자_총인구수","2026년01월_거주자_연령구간인구수","2026년01월_거주자_0~9세","2026년01월_거주자_10~19세","2026년01월_거주자_20~29세","2026년01월_거주자_30~39세","2026년01월_거주자_40~49세","2026년01월_거주자_50~59세","2026년01월_거주자_60~69세","2026년01월_거주자_70~79세","2026년01월_거주자_80~89세","2026년01월_거주자_90~99세","2026년01월_거주자_100세 이상","2026년01월_남_거주자_총인구수","2026년01월_남_거주자_연령구간인구수","2026년01월_남_거주자_0~9세","2026년01월_남_거주자_10~19세","2026년01월_남_거주자_20~29세","2026년01월_남_거주자_30~39세","2026년01월_남_거주자_40~49세","2026년01월_남_거주자_50~59세","2026년01월_남_거주자_60~69세","2026년01월_남_거주자_70~79세","2026년01월_남_거주자_80~89세","2026년01월_남_거주자_90~99세","2026년01월_남_거주자_100세 이상","2026년01월_여_거주자_총인구수","2026년01월_여_거주자_연령구간인구수","2026년01월_여_거주자_0~9세","2026년01월_여_거주자_10~19세","2026년01월_여_거주자_20~29세","2026년01월_여_거주자_30~39세","2026년01월_여_거주자_40~49세","2026년01월_여_거주자_50~59세","2026년01월_여_거주자_60~69세","2026년01월_여_거주자_70~79세","2026년01월_여_거주자_80~89세","2026년01월_여_거주자_90~99세","2026년01월_여_거주자_100세 이상","2026년02월_거주자_총인구수","2026년02월_거주자_연령구간인구수","2026년02월_거주자_0~9세","2026년02월_거주자_10~19세","2026년02월_거주자_20~29세","2026년02월_거주자_30~39세","2026년02월_거주자_40~49세","2026년02월_거주자_50~59세","2026년02월_거주자_60~69세","2026년02월_거주자_70~79세","2026년02월_거주자_80~89세","2026년02월_거주자_90~99세","2026년02월_거주자_100세 이상","2026년02월_남_거주자_총인구수","2026년02월_남_거주자_연령구간인구수","2026년02월_남_거주자_0~9세","2026년02월_남_거주자_10~19세","2026년02월_남_거주자_20~29세","2026년02월_남_거주자_30~39세","2026년02월_남_거주자_40~49세","2026년02월_남_거주자_50~59세","2026년02월_남_거주자_60~69세","2026년02월_남_거주자_70~79세","2026년02월_남_거주자_80~89세","2026년02월_남_거주자_90~99세","2026년02월_남_거주자_100세 이상","2026년02월_여_거주자_총인구수","2026년02월_여_거주자_연령구간인구수","2026년02월_여_거주자_0~9세","2026년02월_여_거주자_10~19세","2026년02월_여_거주자_20~29세","2026년02월_여_거주자_30~39세","2026년02월_여_거주자_40~49세","2026년02월_여_거주자_50~59세","2026년02월_여_거주자_60~69세","2026년02월_여_거주자_70~79세","2026년02월_여_거주자_80~89세","2026년02월_여_거주자_90~99세","2026년02월_여_거주자_100세 이상","2026년03월_거주자_총인구수","2026년03월_거주자_연령구간인구수","2026년03월_거주자_0~9세","2026년03월_거주자_10~19세","2026년03월_거주자_20~29세","2026년03월_거주자_30~39세","2026년03월_거주자_40~49세","2026년03월_거주자_50~59세","2026년03월_거주자_60~69세","2026년03월_거주자_70~79세","2026년03월_거주자_80~89세","2026년03월_거주자_90~99세","2026년03월_거주자_100세 이상","2026년03월_남_거주자_총인구수","2026년03월_남_거주자_연령구간인구수","2026년03월_남_거주자_0~9세","2026년03월_남_거주자_10~19세","2026년03월_남_거주자_20~29세","2026년03월_남_거주자_30~39세","2026년03월_남_거주자_40~49세","2026년03월_남_거주자_50~59세","2026년03월_남_거주자_60~69세","2026년03월_남_거주자_70~79세","2026년03월_남_거주자_80~89세","2026년03월_남_거주자_90~99세","2026년03월_남_거주자_100세 이상","2026년03월_여_거주자_총인구수","2026년03월_여_거주자_연령구간인구수","2026년03월_여_거주자_0~9세","2026년03월_여_거주자_10~19세","2026년03월_여_거주자_20~29세","2026년03월_여_거주자_30~39세","2026년03월_여_거주자_40~49세","2026년03월_여_거주자_50~59세","2026년03월_여_거주자_60~69세","2026년03월_여_거주자_70~79세","2026년03월_여_거주자_80~89세","2026년03월_여_거주자_90~99세","2026년03월_여_거주자_100세 이상","2026년04월_거주자_총인구수","2026년04월_거주자_연령구간인구수","2026년04월_거주자_0~9세","2026년04월_거주자_10~19세","2026년04월_거주자_20~29세","2026년04월_거주자_30~39세","2026년04월_거주자_40~49세","2026년04월_거주자_50~59세","2026년04월_거주자_60~69세","2026년04월_거주자_70~79세","2026년04월_거주자_80~89세","2026년04월_거주자_90~99세","2026년04월_거주자_100세 이상","2026년04월_남_거주자_총인구수","2026년04월_남_거주자_연령구간인구수","2026년04월_남_거주자_0~9세","2026년04월_남_거주자_10~19세","2026년04월_남_거주자_20~29세","2026년04월_남_거주자_30~39세","2026년04월_남_거주자_40~49세","2026년04월_남_거주자_50~59세","2026년04월_남_거주자_60~69세","2026년04월_남_거주자_70~79세","2026년04월_남_거주자_80~89세","2026년04월_남_거주자_90~99세","2026년04월_남_거주자_100세 이상","2026년04월_여_거주자_총인구수","2026년04월_여_거주자_연령구간인구수","2026년04월_여_거주자_0~9세","2026년04월_여_거주자_10~19세","2026년04월_여_거주자_20~29세","2026년04월_여_거주자_30~39세","2026년04월_여_거주자_40~49세","2026년04월_여_거주자_50~59세","2026년04월_여_거주자_60~69세","2026년04월_여_거주자_70~79세","2026년04월_여_거주자_80~89세","2026년04월_여_거주자_90~99세","2026년04월_여_거주자_100세 이상","2026년05월_거주자_총인구수","2026년05월_거주자_연령구간인구수","2026년05월_거주자_0~9세","2026년05월_거주자_10~19세","2026년05월_거주자_20~29세","2026년05월_거주자_30~39세","2026년05월_거주자_40~49세","2026년05월_거주자_50~59세","2026년05월_거주자_60~69세","2026년05월_거주자_70~79세","2026년05월_거주자_80~89세","2026년05월_거주자_90~99세","2026년05월_거주자_100세 이상","2026년05월_남_거주자_총인구수","2026년05월_남_거주자_연령구간인구수","2026년05월_남_거주자_0~9세","2026년05월_남_거주자_10~19세","2026년05월_남_거주자_20~29세","2026년05월_남_거주자_30~39세","2026년05월_남_거주자_40~49세","2026년05월_남_거주자_50~59세","2026년05월_남_거주자_60~69세","2026년05월_남_거주자_70~79세","2026년05월_남_거주자_80~89세","2026년05월_남_거주자_90~99세","2026년05월_남_거주자_100세 이상","2026년05월_여_거주자_총인구수","2026년05월_여_거주자_연령구간인구수","2026년05월_여_거주자_0~9세","2026년05월_여_거주자_10~19세","2026년05월_여_거주자_20~29세","2026년05월_여_거주자_30~39세","2026년05월_여_거주자_40~49세","2026년05월_여_거주자_50~59세","2026년05월_여_거주자_60~69세","2026년05월_여_거주자_70~79세","2026년05월_여_거주자_80~89세","2026년05월_여_거주자_90~99세","2026년05월_여_거주자_100세 이상","2026년06월_거주자_총인구수","2026년06월_거주자_연령구간인구수","2026년06월_거주자_0~9세","2026년06월_거주자_10~19세","2026년06월_거주자_20~29세","2026년06월_거주자_30~39세","2026년06월_거주자_40~49세","2026년06월_거주자_50~59세","2026년06월_거주자_60~69세","2026년06월_거주자_70~79세","2026년06월_거주자_80~89세","2026년06월_거주자_90~99세","2026년06월_거주자_100세 이상","2026년06월_남_거주자_총인구수","2026년06월_남_거주자_연령구간인구수","2026년06월_남_거주자_0~9세","2026년06월_남_거주자_10~19세","2026년06월_남_거주자_20~29세","2026년06월_남_거주자_30~39세","2026년06월_남_거주자_40~49세","2026년06월_남_거주자_50~59세","2026년06월_남_거주자_60~69세","2026년06월_남_거주자_70~79세","2026년06월_남_거주자_80~89세","2026년06월_남_거주자_90~99세","2026년06월_남_거주자_100세 이상","2026년06월_여_거주자_총인구수","2026년06월_여_거주자_연령구간인구수","2026년06월_여_거주자_0~9세","2026년06월_여_거주자_10~19세","2026년06월_여_거주자_20~29세","2026년06월_여_거주자_30~39세","2026년06월_여_거주자_40~49세","2026년06월_여_거주자_50~59세","2026년06월_여_거주자_60~69세","2026년06월_여_거주자_70~79세","2026년06월_여_거주자_80~89세","2026년06월_여_거주자_90~99세","2026년06월_여_거주자_100세 이상"
"충청북도 단양군 (4380000000)","26,730","26,730","746","1,534","1,557","1,582","2,366","4,611","7,187","4,437","2,333","368","9","13,661","13,661","372","831","912","893","1,270","2,515","3,759","2,167","855","86","1","13,069","13,069","374","703","645","689","1,096","2,096","3,428","2,270","1,478","282","8","26,654","26,654","735","1,523","1,541","1,575","2,339","4,568","7,208","4,467","2,322","368","8","13,628","13,628","367","819","914","889","1,258","2,488","3,767","2,191","849","85","1","13,026","13,026","368","704","627","686","1,081","2,080","3,441","2,276","1,473","283","7","26,588","26,588","721","1,520","1,519","1,564","2,325","4,534","7,216","4,489","2,322","369","9","13,619","13,619","355","824","903","890","1,253","2,469","3,780","2,206","852","86","1","12,969","12,969","366","696","616","674","1,072","2,065","3,436","2,283","1,470","283","8","26,599","26,599","717","1,506","1,526","1,570","2,315","4,514","7,227","4,518","2,322","376","8","13,620","13,620","352","817","900","895","1,248","2,458","3,782","2,227","854","87","0","12,979","12,979","365","689","626","675","1,067","2,056","3,445","2,291","1,468","289","8","26,566","26,566","713","1,493","1,512","1,569","2,312","4,500","7,223","4,525","2,333","378","8","13,617","13,617","354","807","891","899","1,247","2,451","3,789","2,228","863","88","0","12,949","12,949","359","686","621","670","1,065","2,049","3,434","2,297","1,470","290","8","26,571","26,571","713","1,493","1,498","1,571","2,313","4,501","7,215","4,546","2,333","381","7","13,603","13,603","352","806","881","894","1,246","2,452","3,790","2,232","864","86","0","12,968","12,968","361","687","617","677","1,067","2,049","3,425","2,314","1,469","295","7"
"충청남도  (4400000000)","2,129,806","2,129,806","125,709","202,489","210,664","251,363","311,572","351,614","339,074","204,980","108,770","23,116","455","1,093,022","1,093,022","64,422","104,531","116,418","138,028","166,143","186,425","173,706","97,905","39,718","5,656","70","1,036,784","1,036,784","61,287","97,958","94,246","113,335","145,429","165,189","165,368","107,075","69,052","17,460","385","2,129,710","2,129,710","125,146","202,448","209,862","250,432","311,273","352,031","339,719","206,392","108,497","23,452","458","1,093,312","1,093,312","64,195","104,591","116,129","137,486","166,101","186,614","174,058","98,631","39,693","5,742","72","1,036,398","1,036,398","60,951","97,857","93,733","112,946","145,172","165,417","165,661","107,761","68,804","17,710","386","2,130,509","2,130,509","124,464","202,604","209,313","250,903","310,308","351,759","340,286","208,108","108,460","23,841","463","1,093,592","1,093,592","63,797","104,614","115,762","137,741","165,602","186,419","174,409","99,516","39,824","5,836","72","1,036,917","1,036,917","60,667","97,990","93,551","113,162","144,706","165,340","165,877","108,592","68,636","18,005","391","2,131,416","2,131,416","124,041","202,498","208,992","251,162","309,695","352,156","340,945","209,301","108,137","24,029","460","1,094,236","1,094,236","63,596","104,583","115,566","137,954","165,334","186,523","174,852","100,079","39,780","5,893","76","1,037,180","1,037,180","60,445","97,915","93,426","113,208","144,361","165,633","166,093","109,222","68,357","18,136","384","2,132,295","2,132,295","123,513","202,491","208,603","251,377","309,554","352,258","341,290","210,373","108,196","24,177","463","1,094,703","1,094,703","63,292","104,556","115,354","138,070","165,261","186,570","175,136","100,578","39,893","5,917","76","1,037,592","1,037,592","60,221","97,935","93,249","113,307","144,293","165,688","166,154","109,795","68,303","18,260","387","2,132,564","2,132,564","123,032","202,469","208,258","251,380","309,876","352,205","341,483","210,953","108,307","24,139","462","1,094,856","1,094,856","63,072","104,532","115,119","138,128","165,374","186,542","175,290","100,832","39,989","5,904","74","1,037,708","1,037,708","59,960","97,937","93,139","113,252","144,502","165,663","166,193","110,121","68,318","18,235","388"
"충청남도 천안시 (4413000000)","661,862","661,862","43,510","67,974","84,757","97,867","108,592","110,848","86,492","40,268","18,072","3,416","66","339,158","339,158","22,342","34,804","45,112","53,142","57,155","56,305","43,847","19,051","6,610","782","8","322,704","322,704","21,168","33,170","39,645","44,725","51,437","54,543","42,645","21,217","11,462","2,634","58","662,356","662,356","43,246","68,140","84,708","97,599","108,554","111,051","86,851","40,628","18,064","3,449","66","339,475","339,475","22,232","34,857","45,173","52,929","57,228","56,397","44,027","19,225","6,612","787","8","322,881","322,881","21,014","33,283","39,535","44,670","51,326","54,654","42,824","21,403","11,452","2,662","58","662,695","662,695","43,016","68,158","84,613","97,695","108,210","111,051","87,265","41,010","18,093","3,520","64","339,608","339,608","22,114","34,847","45,120","52,979","57,061","56,357","44,252","19,411","6,652","807","8","323,087","323,087","20,902","33,311","39,493","44,716","51,149","54,694","43,013","21,599","11,441","2,713","56","663,022","663,022","42,866","68,098","84,456","97,828","107,987","111,238","87,589","41,255","18,092","3,551","62","339,890","339,890","22,020","34,833","45,071","53,120","56,994","56,417","44,436","19,518","6,664","809","8","323,132","323,132","20,846","33,265","39,385","44,708","50,993","54,821","43,153","21,737","11,428","2,742","54","663,519","663,519","42,703","68,104","84,366","97,979","107,979","111,219","87,854","41,524","18,145","3,586","60","340,064","340,064","21,923","34,821","44,987","53,182","56,988","56,439","44,580","19,633","6,685","818","8","323,455","323,455","20,780","33,283","39,379","44,797","50,991","54,780","43,274","21,891","11,460","2,768","52","663,839","663,839","42,521","68,113","84,234","98,044","108,178","111,210","87,969","41,734","18,190","3,583","63","340,145","340,145","21,830","34,836","44,893","53,225","57,078","56,421","44,614","19,731","6,697","811","9","323,694","323,694","20,691","33,277","39,341","44,819","51,100","54,789","43,355","22,003","11,493","2,772","54"
"충청남도 천안시 동남구 (4413100000)","261,351","261,351","14,480","25,004","32,087","32,982","38,886","45,799","40,455","20,455","9,340","1,826","37","132,318","132,318","7,421","12,779","16,894","17,910","20,126","23,247","20,291","9,731","3,487","427","5","129,033","129,033","7,059","12,225","15,193","15,072","18,760","22,552","20,164","10,724","5,853","1,399","32","261,732","261,732","14,389","25,170","32,134","32,869","38,783","45,883","40,643","20,645","9,334","1,845","37","132,599","132,599","7,401","12,857","17,014","17,814","20,106","23,276","20,395","9,818","3,487","426","5","129,133","129,133","6,988","12,313","15,120","15,055","18,677","22,607","20,248","10,827","5,847","1,419","32","262,231","262,231","14,354","25,180","32,232","32,972","38,610","45,887","40,853","20,863","9,359","1,886","35","132,798","132,798","7,361","12,855","17,042","17,875","20,026","23,259","20,497","9,932","3,508","438","5","129,433","129,433","6,993","12,325","15,190","15,097","18,584","22,628","20,356","10,931","5,851","1,448","30","262,403","262,403","14,307","25,117","32,259","33,011","38,503","45,976","40,951","20,965","9,365","1,914","35","132,899","132,899","7,333","12,832","17,063","17,903","19,978","23,286","20,557","9,991","3,511","440","5","129,504","129,504","6,974","12,285","15,196","15,108","18,525","22,690","20,394","10,974","5,854","1,474","30","262,592","262,592","14,249","25,111","32,302","33,043","38,482","45,904","41,074","21,081","9,391","1,923","32","132,960","132,960","7,301","12,803","17,079","17,916","19,966","23,258","20,627","10,035","3,530","440","5","129,632","129,632","6,948","12,308","15,223","15,127","18,516","22,646","20,447","11,046","5,861","1,483","27","262,696","262,696","14,217","25,035","32,318","33,070","38,479","45,947","41,114","21,163","9,405","1,913","35","132,985","132,985","7,270","12,772","17,086","17,938","19,951","23,276","20,652","10,069","3,532","433","6","129,711","129,711","6,947","12,263","15,232","15,132","18,528","22,671","20,462","11,094","5,873","1,480","29"
"충청남도 천안시 서북구 (4413300000)","400,511","400,511","29,030","42,970","52,670","64,885","69,706","65,049","46,037","19,813","8,732","1,590","29","206,840","206,840","14,921","22,025","28,218","35,232","37,029","33,058","23,556","9,320","3,123","355","3","193,671","193,671","14,109","20,945","24,452","29,653","32,677","31,991","22,481","10,493","5,609","1,235","26","400,624","400,624","28,857","42,970","52,574","64,730","69,771","65,168","46,208","19,983","8,730","1,604","29","206,876","206,876","14,831","22,000","28,159","35,115","37,122","33,121","23,632","9,407","3,125","361","3","193,748","193,748","14,026","20,970","24,415","29,615","32,649","32,047","22,576","10,576","5,605","1,243","26","400,464","400,464","28,662","42,978","52,381","64,723","69,600","65,164","46,412","20,147","8,734","1,634","29","206,810","206,810","14,753","21,992","28,078","35,104","37,035","33,098","23,755","9,479","3,144","369","3","193,654","193,654","13,909","20,986","24,303","29,619","32,565","32,066","22,657","10,668","5,590","1,265","26","400,619","400,619","28,559","42,981","52,197","64,817","69,484","65,262","46,638","20,290","8,727","1,637","27","206,991","206,991","14,687","22,001","28,008","35,217","37,016","33,131","23,879","9,527","3,153","369","3","193,628","193,628","13,872","20,980","24,189","29,600","32,468","32,131","22,759","10,763","5,574","1,268","24","400,927","400,927","28,454","42,993","52,064","64,936","69,497","65,315","46,780","20,443","8,754","1,663","28","207,104","207,104","14,622","22,018","27,908","35,266","37,022","33,181","23,953","9,598","3,155","378","3","193,823","193,823","13,832","20,975","24,156","29,670","32,475","32,134","22,827","10,845","5,599","1,285","25","401,143","401,143","28,304","43,078","51,916","64,974","69,699","65,263","46,855","20,571","8,785","1,670","28","207,160","207,160","14,560","22,064","27,807","35,287","37,127","33,145","23,962","9,662","3,165","378","3","193,983","193,983","13,744","21,014","24,109","29,687","32,572","32,118","22,893","10,909","5,620","1,292","25"
"충청남도 공주시 (4415000000)","99,468","99,468","3,568","7,617","10,092","7,988","10,881","16,147","20,551","13,503","7,380","1,704","37","49,601","49,601","1,861","3,961","5,102","4,429","5,704","8,403","10,390","6,623","2,690","431","7","49,867","49,867","1,707","3,656","4,990","3,559","5,177","7,744","10,161","6,880","4,690","1,273","30","99,290","99,290","3,531","7,597","9,979","7,937","10,857","16,124","20,558","13,592","7,342","1,736","37","49,556","49,556","1,850","3,960","5,057","4,405","5,694","8,388","10,387","6,684","2,683","441","7","49,734","49,734","1,681","3,637","4,922","3,532","5,163","7,736","10,171","6,908","4,659","1,295","30","99,583","99,583","3,494","7,872","10,052","7,904","10,791","16,106","20,527","13,714","7,318","1,767","38","49,647","49,647","1,821","4,039","5,080","4,396","5,659","8,373","10,389","6,752","2,683","447","8","49,936","49,936","1,673","3,833","4,972","3,508","5,132","7,733","10,138","6,962","4,635","1,320","30","99,626","99,626","3,492","7,867","10,063","7,900","10,756","16,100","20,532","13,798","7,298","1,779","41","49,672","49,672","1,824","4,039","5,072","4,387","5,648","8,376","10,400","6,789","2,678","450","9","49,954","49,954","1,668","3,828","4,991","3,513","5,108","7,724","10,132","7,009","4,620","1,329","32","99,582","99,582","3,450","7,903","10,020","7,903","10,709","16,095","20,505","13,886","7,289","1,781","41","49,674","49,674","1,803","4,073","5,036","4,389","5,625","8,383","10,385","6,835","2,678","457","10","49,908","49,908","1,647","3,830","4,984","3,514","5,084","7,712","10,120","7,051","4,611","1,324","31","99,498","99,498","3,433","7,868","10,017","7,886","10,712","16,085","20,474","13,916","7,298","1,768","41","49,604","49,604","1,796","4,061","5,023","4,376","5,621","8,362","10,378","6,835","2,693","449","10","49,894","49,894","1,637","3,807","4,994","3,510","5,091","7,723","10,096","7,081","4,605","1,319","31"
"충청남도 보령시 (4418000000)","91,650","91,650","3,887","7,047","6,879","7,419","10,977","15,794","18,410","13,033","6,818","1,349","37","46,418","46,418","1,974","3,605","3,935","4,190","5,978","8,526","9,331","6,063","2,519","291","6","45,232","45,232","1,913","3,442","2,944","3,229","4,999","7,268","9,079","6,970","4,299","1,058","31","91,388","91,388","3,845","6,994","6,799","7,357","10,936","15,743","18,380","13,119","6,814","1,363","38","46,294","46,294","1,954","3,588","3,881","4,168","5,959","8,502","9,326","6,093","2,519","297","7","45,094","45,094","1,891","3,406","2,918","3,189","4,977","7,241","9,054","7,026","4,295","1,066","31","91,202","91,202","3,833","6,913","6,753","7,344","10,873","15,691","18,319","13,242","6,817","1,377","40","46,193","46,193","1,945","3,572","3,833","4,156","5,921","8,461","9,316","6,152","2,529","301","7","45,009","45,009","1,888","3,341","2,920","3,188","4,952","7,230","9,003","7,090","4,288","1,076","33","91,135","91,135","3,807","6,885","6,744","7,335","10,832","15,671","18,342","13,287","6,804","1,388","40","46,166","46,166","1,939","3,552","3,833","4,150","5,895","8,446","9,336","6,165","2,533","310","7","44,969","44,969","1,868","3,333","2,911","3,185","4,937","7,225","9,006","7,122","4,271","1,078","33","91,126","91,126","3,774","6,897","6,721","7,353","10,798","15,673","18,340","13,329","6,807","1,394","40","46,176","46,176","1,929","3,549","3,826","4,163","5,879","8,443","9,348","6,185","2,537","310","7","44,950","44,950","1,845","3,348","2,895","3,190","4,919","7,230","8,992","7,144","4,270","1,084","33","91,034","91,034","3,762","6,881","6,675","7,360","10,804","15,642","18,330","13,350","6,802","1,390","38","46,141","46,141","1,927","3,538","3,800","4,159","5,881","8,429","9,355","6,199","2,540","308","5","44,893","44,893","1,835","3,343","2,875","3,201","4,923","7,213","8,975","7,151","4,262","1,082","33"
"충청남도 아산시 (4420000000)","358,955","358,955","28,663","40,641","37,552","52,219","64,069","55,911","43,050","23,171","11,447","2,200","32","187,056","187,056","14,648","20,954","20,899","27,998","34,553","30,127","22,385","10,735","4,221","530","6","171,899","171,899","14,015","19,687","16,653","24,221","29,516","25,784","20,665","12,436","7,226","1,670","26","359,810","359,810","28,666","40,810","37,485","52,141","64,284","56,102","43,257","23,354","11,440","2,238","33","187,538","187,538","14,658","21,028","20,906","27,936","34,694","30,199","22,494","10,843","4,232","542","6","172,272","172,272","14,008","19,782","16,579","24,205","29,590","25,903","20,763","12,511","7,208","1,696","27","360,552","360,552","28,580","40,888","37,398","52,376","64,272","56,256","43,432","23,592","11,455","2,268","35","187,900","187,900","14,612","21,076","20,849","28,071","34,678","30,265","22,566","10,978","4,248","551","6","172,652","172,652","13,968","19,812","16,549","24,305","29,594","25,991","20,866","12,614","7,207","1,717","29","361,388","361,388","28,509","41,026","37,448","52,522","64,293","56,437","43,640","23,729","11,445","2,305","34","188,349","188,349","14,582","21,160","20,874","28,176","34,677","30,313","22,693","11,058","4,253","556","7","173,039","173,039","13,927","19,866","16,574","24,346","29,616","26,124","20,947","12,671","7,192","1,749","27","362,200","362,200","28,432","41,098","37,486","52,613","64,442","56,653","43,777","23,871","11,465","2,328","35","188,820","188,820","14,537","21,194","20,922","28,262","34,739","30,422","22,776","11,136","4,270","555","7","173,380","173,380","13,895","19,904","16,564","24,351","29,703","26,231","21,001","12,735","7,195","1,773","28","362,657","362,657","28,405","41,146","37,442","52,644","64,530","56,773","43,896","23,967","11,493","2,325","36","189,090","189,090","14,527","21,227","20,901","28,303","34,766","30,503","22,830","11,184","4,287","555","7","173,567","173,567","13,878","19,919","16,541","24,341","29,764","26,270","21,066","12,783","7,206","1,770","29"
"충청남도 서산시 (4421000000)","171,879","171,879","10,404","16,822","15,483","19,417","24,984","29,715","27,405","16,491","8,982","2,123","53","90,032","90,032","5,369","8,734","9,404","11,270","13,391","15,854","14,101","7,992","3,391","521","5","81,847","81,847","5,035","8,088","6,079","8,147","11,593","13,861","13,304","8,499","5,591","1,602","48","171,478","171,478","10,312","16,707","15,337","19,307","24,854","29,742","27,475","16,574","8,941","2,177","52","89,860","89,860","5,322","8,714","9,312","11,218","13,307","15,884","14,145","8,032","3,380","541","5","81,618","81,618","4,990","7,993","6,025","8,089","11,547","13,858","13,330","8,542","5,561","1,636","47","171,145","171,145","10,210","16,601","15,192","19,320","24,747","29,638","27,558","16,678","8,943","2,209","49","89,645","89,645","5,251","8,652","9,206","11,241","13,242","15,855","14,160","8,091","3,392","550","5","81,500","81,500","4,959","7,949","5,986","8,079","11,505","13,783","13,398","8,587","5,551","1,659","44","170,988","170,988","10,166","16,604","15,072","19,302","24,646","29,666","27,567","16,784","8,900","2,232","49","89,535","89,535","5,219","8,665","9,110","11,230","13,173","15,884","14,161","8,141","3,390","556","6","81,453","81,453","4,947","7,939","5,962","8,072","11,473","13,782","13,406","8,643","5,510","1,676","43","170,907","170,907","10,109","16,572","15,031","19,256","24,587","29,679","27,600","16,866","8,906","2,254","47","89,459","89,459","5,187","8,648","9,060","11,184","13,161","15,873","14,184","8,198","3,399","559","6","81,448","81,448","4,922","7,924","5,971","8,072","11,426","13,806","13,416","8,668","5,507","1,695","41","170,733","170,733","10,008","16,582","15,001","19,225","24,580","29,628","27,602","16,891","8,912","2,258","46","89,386","89,386","5,137","8,638","9,056","11,182","13,133","15,853","14,194","8,213","3,411","564","5","81,347","81,347","4,871","7,944","5,945","8,043","11,447","13,775","13,408","8,678","5,501","1,694","41"
"충청남도 논산시 (4423000000)","106,314","106,314","4,634","8,295","8,346","9,027","11,985","17,908","21,360","14,620","8,280","1,823","36","53,299","53,299","2,394","4,301","4,670","4,968","6,272","9,567","10,846","6,951","2,907","416","7","53,015","53,015","2,240","3,994","3,676","4,059","5,713","8,341","10,514","7,669","5,373","1,407","29","106,223","106,223","4,600","8,298","8,291","8,956","11,933","17,927","21,352","14,723","8,257","1,847","39","53,292","53,292","2,381","4,307","4,667","4,936","6,235","9,587","10,848","6,999","2,905","420","7","52,931","52,931","2,219","3,991","3,624","4,020","5,698","8,340","10,504","7,724","5,352","1,427","32","106,002","106,002","4,576","8,224","8,250","8,942","11,879","17,819","21,317","14,869","8,219","1,867","40","53,193","53,193","2,371","4,274","4,636","4,925","6,207","9,533","10,858","7,062","2,893","426","8","52,809","52,809","2,205","3,950","3,614","4,017","5,672","8,286","10,459","7,807","5,326","1,441","32","105,907","105,907","4,563","8,185","8,238","8,923","11,873","17,772","21,320","14,940","8,173","1,880","40","53,186","53,186","2,372","4,271","4,610","4,915","6,210","9,513","10,876","7,100","2,879","432","8","52,721","52,721","2,191","3,914","3,628","4,008","5,663","8,259","10,444","7,840","5,294","1,448","32","105,807","105,807","4,544","8,156","8,201","8,937","11,810","17,742","21,297","14,995","8,191","1,894","40","53,128","53,128","2,359","4,243","4,602","4,925","6,171","9,489","10,878","7,126","2,893","435","7","52,679","52,679","2,185","3,913","3,599","4,012","5,639","8,253","10,419","7,869","5,298","1,459","33","105,695","105,695","4,534","8,140","8,184","8,934","11,802","17,714","21,245","15,037","8,192","1,874","39","53,108","53,108","2,353","4,225","4,606","4,930","6,164","9,479","10,853","7,156","2,903","432","7","52,587","52,587","2,181","3,915","3,578","4,004","5,638","8,235","10,392","7,881","5,289","1,442","32"
"충청남도 계룡시 (4425000000)","45,784","45,784","3,180","6,095","4,409","5,209","7,817","8,300","6,120","3,103","1,258","288","5","22,780","22,780","1,611","3,159","2,485","2,714","3,774","4,097","2,905","1,521","448","64","2","23,004","23,004","1,569","2,936","1,924","2,495","4,043","4,203","3,215","1,582","810","224","3","45,891","45,891","3,220","6,115","4,375","5,235","7,799","8,318","6,135","3,139","1,260","290","5","22,829","22,829","1,632","3,178","2,462","2,728","3,773","4,088","2,920","1,531","449","66","2","23,062","23,062","1,588","2,937","1,913","2,507","4,026","4,230","3,215","1,608","811","224","3","45,860","45,860","3,232","6,048","4,363","5,275","7,753","8,318","6,152","3,155","1,272","287","5","22,796","22,796","1,628","3,135","2,462","2,748","3,750","4,088","2,929","1,535","454","65","2","23,064","23,064","1,604","2,913","1,901","2,527","4,003","4,230","3,223","1,620","818","222","3","45,859","45,859","3,246","6,016","4,331","5,287","7,736","8,335","6,155","3,202","1,260","286","5","22,791","22,791","1,643","3,119","2,432","2,752","3,752","4,087","2,938","1,555","446","65","2","23,068","23,068","1,603","2,897","1,899","2,535","3,984","4,248","3,217","1,647","814","221","3","45,870","45,870","3,249","6,004","4,351","5,275","7,723","8,326","6,170","3,219","1,263","285","5","22,801","22,801","1,645","3,115","2,447","2,739","3,750","4,085","2,949","1,557","449","63","2","23,069","23,069","1,604","2,889","1,904","2,536","3,973","4,241","3,221","1,662","814","222","3","45,856","45,856","3,238","6,001","4,332","5,256","7,732","8,311","6,190","3,239","1,264","288","5","22,787","22,787","1,646","3,105","2,439","2,730","3,755","4,081","2,959","1,563","446","61","2","23,069","23,069","1,592","2,896","1,893","2,526","3,977","4,230","3,231","1,676","818","227","3"
